"carrera","carrera_siglas","tipo","cohorte","cohorte_anio","linea_formativa","propuesta","ifda_sigla","ifda","prematriculados","inician_curso","aprueban_MI","cursantes_T3"
"Formación Pedagógica Trayectorias Escolares y Enseñanza en el PIT","FORM_PIT","Formación pedagógica (postítulo)","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","CARENA","Instituto Superior Dr. Carlos María Carena","5","0","5","5"
"Formación Pedagógica Trayectorias Escolares y Enseñanza en el PIT","FORM_PIT","Formación pedagógica (postítulo)","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","8","0","8","7"
"Formación Pedagógica Trayectorias Escolares y Enseñanza en el PIT","FORM_PIT","Formación pedagógica (postítulo)","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","70","0","70","66"
"Ateneo Didáctico de Ciencias Sociales: Las sociedades y los espacios geográficos","ATENEOSOCIALES1","Seminario","Abril 2021","2021","Formación para docentes de todos los niveles del sistema educativo","Ateneo Didáctico de Ciencias Sociales: Las sociedades y los espacios geográficos","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","142","116","0","116"
"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","URQUIZA","Escuela Normal Superior Justo José de Urquiza","103","0","100","94"
"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CARENA","Instituto Superior Dr. Carlos María Carena","27","0","24","24"
"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","SANMARTIN","Colegio Superior San Martín","37","0","37","37"
"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","61","0","59","57"
"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","32","0","32","32"
"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","35","0","35","34"
"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","309","0","297","291"
"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CCASTRO","Conservatorio Superior de Música Juan José Castro","38","0","37","37"
"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020 - ISEP","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","123","0","89","107"
"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","URQUIZA","Escuela Normal Superior Justo José de Urquiza","10","0","9","9"
"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CARENA","Instituto Superior Dr. Carlos María Carena","4","0","2","2"
"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","SANMARTIN","Colegio Superior San Martín","9","0","9","8"
"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","13","0","13","13"
"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","6","0","6","6"
"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","5","0","5","5"
"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","58","0","55","55"
"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CCASTRO","Conservatorio Superior de Música Juan José Castro","6","0","6","5"
"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020 - ISEP","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","33","0","24","26"
"Actualización Académica en Educación Inicial","INICIAL_ACT","Trayecto","Mayo 2021","2021","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en Educación Inicial","URQUIZA","Escuela Normal Superior Justo José de Urquiza","42","0","20","19"
"Actualización Académica en Educación Inicial","INICIAL_ACT","Trayecto","Mayo 2021","2021","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en Educación Inicial","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","43","0","26","26"
"Actualización Académica en Educación Inicial","INICIAL_ACT","Trayecto","Mayo 2021","2021","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en Educación Inicial","ISCAL","Instituto Superior Carlos Alberto Leguizamón","236","0","120","117"
"Actualización Académica en Educación Inicial","INICIAL_ACT","Trayecto","Mayo 2021 (Nuevos Lugares Docentes)","2021","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en Educación Inicial","ISCAL","Instituto Superior Carlos Alberto Leguizamón","22","0","18","18"
"Ateneo Didáctico de Matemática: Geometría y medida","ATENEOMATEMATICA1","Seminario","Mayo 2021","2021","Formación de docentes del nivel de educación inicial y primario","Ateneo Didáctico de Matemática: Geometría y medida","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","149","104","0","104"
"Seminario Educación Sexual Integral","SEMINARIOESI","Seminario","Agosto 2021","2021","Formación docente complementaria","Seminario Educación Sexual Integral","IESSB","Instituto de Enseñanza Superior Simón Bolívar","51","51","0","51"
"Seminario Educación Sexual Integral","SEMINARIOESI","Seminario","Agosto 2021","2021","Formación docente complementaria","Seminario Educación Sexual Integral","IESSB","Instituto de Enseñanza Superior Simón Bolívar","213","181","0","181"
"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Supervisores)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","53","44","0","44"
"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","URQUIZA","Escuela Normal Superior Justo José de Urquiza","76","60","0","60"
"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CARENA","Instituto Superior Dr. Carlos María Carena","32","30","0","30"
"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","481","357","0","357"
"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","SANMARTIN","Colegio Superior San Martín","61","55","0","55"
"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","127","105","0","105"
"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","37","29","0","29"
"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","37","35","0","35"
"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CCASTRO","Conservatorio Superior de Música Juan José Castro","34","24","0","24"
"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Municipales)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","33","26","0","26"
"Seminario: Formación para equipos docentes del Secundario para Jóvenes y Adultos en línea","SEMINARIOSECUNDARIOJYA","Seminario","Abril 2021","2021","Formación de docentes de las modalidades del sistema educativo","Seminario: Formación para equipos docentes del Secundario para Jóvenes y Adultos en línea","ISEP","Instituto Superior de Estudios Pedagógicos","258","241","0","241"
"Seminario: Formación para equipos docentes del Secundario para Jóvenes y Adultos en línea","SEMINARIOSECUNDARIOJYA","Seminario","Septiembre 2021","2021","Formación de docentes de las modalidades del sistema educativo","Seminario: Formación para equipos docentes del Secundario para Jóvenes y Adultos en línea","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","311","202","0","202"
"Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","31","0","6","5"
"Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","CARENA","Instituto Superior Dr. Carlos María Carena","3","0","1","1"
"Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","89","0","36","36"
"Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","8","0","3","3"
"Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","11","0","3","3"
"Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","7","0","2","2"
"Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","3","0","1","1"
"Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","21","0","8","8"
"Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","20","0","20","3"
"Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","1","0","1","0"
"Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","1","0","1","0"
"Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","PROFSEC_MAT21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","1","0","1","0"
"Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","32","0","20","20"
"Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","CARENA","Instituto Superior Dr. Carlos María Carena","10","0","4","4"
"Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","115","0","41","41"
"Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","12","0","4","4"
"Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","12","0","3","3"
"Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","7","0","6","6"
"Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","2","0","2","2"
"Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","9","0","4","4"
"Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","5","0","5","5"
"Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","16","0","16","14"
"Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","PROFSEC_BIOL21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Biología (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","1","0","1","1"
"Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","PROFSEC_FIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","12","0","7","6"
"Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","PROFSEC_FIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","CARENA","Instituto Superior Dr. Carlos María Carena","6","0","2","2"
"Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","PROFSEC_FIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","42","0","23","22"
"Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","PROFSEC_FIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","3","0","1","1"
"Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","PROFSEC_FIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","3","0","1","1"
"Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","PROFSEC_FIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","5","0","1","1"
"Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","PROFSEC_FIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","2","0","1","1"
"Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","PROFSEC_FIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","2","0","0","0"
"Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","PROFSEC_FIS21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","2","0","2","2"
"Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","PROFSEC_FIS21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Física (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","1","0","1","0"
"Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","PROFSEC_GEOG21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","2","0","0","0"
"Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","PROFSEC_GEOG21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","CARENA","Instituto Superior Dr. Carlos María Carena","1","0","0","0"
"Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","PROFSEC_GEOG21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","31","0","10","10"
"Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","PROFSEC_GEOG21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","2","0","0","0"
"Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","PROFSEC_GEOG21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","3","0","0","0"
"Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","PROFSEC_GEOG21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","2","0","0","0"
"Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","PROFSEC_GEOG21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","1","0","1","1"
"Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","PROFSEC_GEOG21","Profesorado","Mayo 2021 (finalización cohorte 2018-2019)","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","1","0","1","1"
"Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","PROFSEC_HIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","18","0","0","0"
"Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","PROFSEC_HIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","CARENA","Instituto Superior Dr. Carlos María Carena","6","0","0","0"
"Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","PROFSEC_HIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","67","0","2","2"
"Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","PROFSEC_HIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","SANMARTIN","Colegio Superior San Martín","6","0","0","0"
"Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","PROFSEC_HIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","10","0","0","0"
"Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","PROFSEC_HIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","2","0","0","0"
"Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","PROFSEC_HIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","2","0","0","0"
"Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","PROFSEC_HIS21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Historia (en concurrencia con título de base)","CCASTRO","Conservatorio Superior de Música Juan José Castro","13","0","1","1"
"Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","PROFSEC_LENGYLIT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","9","0","1","1"
"Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","PROFSEC_LENGYLIT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","CARENA","Instituto Superior Dr. Carlos María Carena","3","0","1","1"
"Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","PROFSEC_LENGYLIT21","Profesorado","Mayo 2021","2021","Formación docente complementaria","Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","83","0","26","26"
