"anio","carrera","carrera_siglas","tipo","cohorte","cohorte_anio","linea_formativa","propuesta","ifda_sigla","ifda","prematriculados","inician_curso","aprueban_MI","cursantes_T3"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","CARENA","Instituto Superior Dr. Carlos María Carena","8","0","8","6"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","147","0","145","133"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","SANMARTIN","Colegio Superior San Martín","23","0","23","21"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","29","0","29","29"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","9","0","9","8"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","10","0","10","8"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","52","0","24","24"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","CARENA","Instituto Superior Dr. Carlos María Carena","49","0","24","24"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","SANMARTIN","Colegio Superior San Martín","45","0","17","17"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","53","0","37","37"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","45","0","22","22"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","257","0","137","137"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","37","0","15","15"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","SOCIALES_ESP","Trayecto","Junio 2017","2017","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","11","0","11","8"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","SOCIALES_ESP","Trayecto","Febrero 2018","2018","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","URQUIZA","Escuela Normal Superior Justo José de Urquiza","3","0","0","0"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","SOCIALES_ESP","Trayecto","Febrero 2018","2018","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","SANMARTIN","Colegio Superior San Martín","2","0","0","0"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","SOCIALES_ESP","Trayecto","Febrero 2018","2018","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","2","0","0","0"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","SOCIALES_ESP","Trayecto","Febrero 2018","2018","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","59","0","20","20"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","SOCIALES_ESP","Trayecto","Febrero 2018","2018","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","1","0","0","0"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","SOCIALES_ESP","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","7","0","7","0"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","NATURALES_ESP","Trayecto","Junio 2017","2017","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","ISCAL","Instituto Superior Carlos Alberto Leguizamón","21","0","21","9"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","NATURALES_ESP","Trayecto","Febrero 2018","2018","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","URQUIZA","Escuela Normal Superior Justo José de Urquiza","11","0","0","0"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","NATURALES_ESP","Trayecto","Febrero 2018","2018","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","CARENA","Instituto Superior Dr. Carlos María Carena","2","0","0","0"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","NATURALES_ESP","Trayecto","Febrero 2018","2018","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","SANMARTIN","Colegio Superior San Martín","1","0","0","0"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","NATURALES_ESP","Trayecto","Febrero 2018","2018","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","1","0","0","0"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","NATURALES_ESP","Trayecto","Febrero 2018","2018","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","5","0","0","0"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","NATURALES_ESP","Trayecto","Febrero 2018","2018","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","ISCAL","Instituto Superior Carlos Alberto Leguizamón","66","0","28","26"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","NATURALES_ESP","Trayecto","Febrero 2018","2018","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","2","0","0","0"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","NATURALES_ESP","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria","ISCAL","Instituto Superior Carlos Alberto Leguizamón","3","0","3","0"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria","MATEMATICA_ESP","Trayecto","Junio 2017","2017","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","7","0","7","6"
"2018","Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria","MATEMATICA_ESP","Trayecto","Junio 2017","2017","Formación de docentes del nivel de educación inicial y primario","Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria","ISCAL","Instituto Superior Carlos Alberto Leguizamón","32","0","31","25"
