"anio","carrera","carrera_siglas","tipo","cohorte","cohorte_anio","linea_formativa","propuesta","ifda_sigla","ifda","prematriculados","inician_curso","aprueban_MI","cursantes_T3"
"2020","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","12","0","12","6"
"2020","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","SANMARTIN","Colegio Superior San Martín","1","0","1","0"
"2020","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","1","0","1","0"
"2020","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","2","0","2","0"
"2020","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","3","0","3","1"
"2020","Seminario de Formación para Tutores","TUTORES","Seminario","Marzo 2020","2020","Formación de profesores virtuales para propuestas del ISEP","Seminario de Formación para Tutores","ISEP","Instituto Superior de Estudios Pedagógicos","302","283","0","283"
"2020","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","15","0","15","14"
"2020","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","CARENA","Instituto Superior Dr. Carlos María Carena","1","0","1","1"
"2020","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","90","0","90","87"
"2020","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","20","0","20","20"
"2020","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","5","0","5","5"
"2020","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","14","0","14","14"
