idcarrera,idcohorte,linea_formativa,propuesta,carrera,carrera_siglas,tipo,cohorte_anio,anio,idsede,ifda,ifda_siglas,departamento,iddepartamento,inscriptos,aceptados,aprobados_mi,inician_cursada_seminario,cursantes_t3,cursando_hoy,egresados_intermedio,egresados,aprobados_mi2,tiene_egresados,tiene_egresados_inter,ingresantes
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2017,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,27,0,0,22,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,1,0,0,1,0,1,0,0
5,5,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC,Trayecto,2016,2017,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,18,0,0,8,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,1,0,0,0,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2020,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,1,0,0,1,0,1,0,0
4,4,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI,Trayecto,2016,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,3,0,0,2,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,0,0,0,0,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,0,0,0,0,0,1,0,0
5,5,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC,Trayecto,2016,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,1,0,0
5,5,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC,Trayecto,2016,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,1,0,0,0,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2017,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,9,0,0,6,0,1,0,0
5,5,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC,Trayecto,2016,2020,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,0,0,0,0,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2020,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,,,,0,0,0,0,0,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2016,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,10,,,0,0,0,0,0,0,1,0,0
5,5,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC,Trayecto,2016,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,2,0,0,1,0,1,0,0
5,5,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC,Trayecto,2016,2019,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,1,0,0,0,0,1,0,0
4,4,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI,Trayecto,2016,2020,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,,,,0,0,0,0,0,0,1,0,0
4,4,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI,Trayecto,2016,2021,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,,,,0,0,0,0,0,0,1,0,0
5,5,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC,Trayecto,2016,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,1,0,0
5,5,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC,Trayecto,2016,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,2,0,0,0,0,1,0,0
4,4,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI,Trayecto,2016,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,3,0,0,1,0,1,0,0
4,4,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI,Trayecto,2016,2020,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,1,0,0,1,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2016,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,3,,,0,0,0,0,0,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,2,0,0,1,0,1,0,0
4,4,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI,Trayecto,2016,2019,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,,,,0,1,0,0,0,0,1,0,0
4,4,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI,Trayecto,2016,2020,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,,,,0,1,0,0,0,0,1,0,0
4,4,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI,Trayecto,2016,2021,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,,,,0,1,0,0,0,0,1,0,0
4,4,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI,Trayecto,2016,2022,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,,,,0,0,0,0,0,0,1,0,0
5,5,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC,Trayecto,2016,2022,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,0,0,0,0,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,1,0,0,0,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,1,0,0
5,5,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC,Trayecto,2016,2022,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,,,,0,0,0,0,0,0,1,0,0
1,1,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI,Trayecto,2016,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,0,0,0,0,0,1,0,0
5,5,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC,Trayecto,2016,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,1,0,0
4,4,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI,Trayecto,2016,2019,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,0,0,0,0,0,1,0,0
4,4,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI,Trayecto,2016,2022,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,0,0,0,0,0,1,0,0
6,6,Formación de profesores virtuales para propuestas del ISEP,Seminario de Formación para Tutores,Seminario de Formación para Tutores,TUTORES,Seminario,2016,2016,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,757,748,,748,748,0,0,0,0,0,0,748
7,7,Formación para docentes de todos los niveles del sistema educativo,"Ciclo Entre Colegas, pedagogía y cultura. Primer seminario 2016","Ciclo Entre Colegas, pedagogía y cultura. Primer seminario 2016",ENTRECOLEGAS20161,Seminario,2016,2016,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,187,187,,187,187,0,0,82,0,1,0,187
5,5,Formación de directores y supervisores,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC,Trayecto,2016,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,0,0,0,0,0,1,0,0
6,8,Formación de profesores virtuales para propuestas del ISEP,Seminario de Formación para Tutores,Seminario de Formación para Tutores,TUTORES,Seminario,2016,2016,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,9,9,,9,9,0,0,0,0,0,0,9
8,9,Formación para docentes de todos los niveles del sistema educativo,Seminario Formación docente y transmisión: viejos y nuevos debates,Seminario Formación docente y transmisión: viejos y nuevos debates,ENTRECOLEGAS20162,Seminario,2016,2016,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,209,209,,209,209,0,0,77,0,1,0,209
2,2,Formación de docentes en el área de medios y tecnologías,Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática,Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática,PROGRAMACION,Trayecto,2016,2016,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,146,137,101,0,100,0,0,0,0,1,0,101
2,2,Formación de docentes en el área de medios y tecnologías,Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática,Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática,PROGRAMACION,Trayecto,2016,2017,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,84,0,0,0,0,1,0,0
2,2,Formación de docentes en el área de medios y tecnologías,Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática,Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática,PROGRAMACION,Trayecto,2016,2018,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,61,0,0,47,0,1,0,0
2,2,Formación de docentes en el área de medios y tecnologías,Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática,Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática,PROGRAMACION,Trayecto,2016,2019,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,7,0,0,7,0,1,0,0
9,10,Formación para docentes de todos los niveles del sistema educativo,Seminario de Lectura: Ante la escuela. Tres lecturas intempestivas,Seminario de Lectura: Ante la escuela. Tres lecturas intempestivas,SEMINARIOLECTURA,Seminario,2017,2017,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,489,215,,215,215,0,0,87,0,1,0,215
6,11,Formación de profesores virtuales para propuestas del ISEP,Seminario de Formación para Tutores,Seminario de Formación para Tutores,TUTORES,Seminario,2017,2017,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,934,933,,933,933,0,0,480,0,1,0,933
11,16,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2017,2017,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,1.392,365,210,0,210,0,0,0,0,1,1,210
11,16,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2017,2017,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,299,85,56,0,55,0,0,0,0,1,1,56
16,22,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2017,2017,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,51,21,6,0,6,0,0,0,0,1,1,6
